NO,PART_NO,SPAREPART,STOK,TERJUAL,HARGA,KATEGORI,KLASIFIKASI
801,29365-73J00-000,"CLIP,GEAR CONT CABLE NO.2",Sedang,Tinggi,Murah,Slow,Laris
802,41602-80J01-000,"STRUT ASSY,FRONT SPNSN,L",Dikit,Rendah,Mahal,Critical,Laris
803,41710-80J00-000,"SUPPORT COMP,FRONT STRUT",Sedang,Tinggi,Mahal,Critical,Laris
804,42111-80J00-000,"STOPPER,FRONT BUMP",Sedang,Tinggi,Murah,Slow,Laris
460,27831-54G00-000,"MOUNT,STABILIZER BAR",Sedang,Rendah,Murah,Critical,Laris
806,45111-80J52-000,"KNUCKLE,STEERING,R",Dikit,Rendah,Mahal,Critical,Laris
674,46122-65J00-000,"PLUNGER,STEERING RACK",Sedang,Rendah,Mahal,Critical,Tidak Laris
808,38480-80J00-000,"NOZZLE COMP,WASHER",Banyak,Tinggi,Murah,Fast,Laris
809,41601-80J01-000,"STRUT ASSY,FRONT SPNSN,R",Dikit,Rendah,Mahal,Critical,Laris
810,55192-80J00-000,PIN-B ASSY,Banyak,Tinggi,Murah,Critical,Laris
811,55321-80J00-000,"COVER,BRAKE DISC DUST",Sedang,Tinggi,Murah,Slow,Laris
812,57300-80810-000,"PANEL SET,FRONT HOOD",Dikit,Rendah,Mahal,Slow,Tidak Laris
813,58120-80J00-000,"BRACE COMP,LAMP SUPPORT,L",Banyak,Tinggi,Murah,Slow,Laris
814,58230-79J00-000,"MEMBER COMP,HOOD LOCK",Dikit,Rendah,Mahal,Slow,Tidak Laris
815,58240-80J00-000,"BRACE COMP,HOOD LOCK",Banyak,Tinggi,Murah,Slow,Laris
816,72321-80J00-000,LINNING FRONT FENDER R,Banyak,Tinggi,Mahal,Slow,Tidak Laris
817,72322-80J00-000,"LINNING,FRONT FENDER L",Sedang,Tinggi,Mahal,Slow,Laris
818,72390-80J00-000,"COVER ASSY,ENGINE UNDER R",Sedang,Tinggi,Mahal,Slow,Laris
819,73310-80J00-P4Z,"PANEL COMP,INSTRUMENT CLUSTER",Sedang,Rendah,Mahal,Slow,Tidak Laris
820,73610-80J00-FC6,"LOUVER COMP,CTR VENT",Sedang,Tinggi,Mahal,Slow,Laris
821,77212-80J00-5PK,"PROTECTOR,FR SPLASH R (BLACK)",Sedang,Tinggi,Murah,Slow,Laris
822,78216-80J00-5PK,"CAP,ROOF RAIL FR,R",Sedang,Tinggi,Murah,Slow,Laris
823,78217-80J00-5PK,"CAP,ROOF RAIL RR,R",Sedang,Tinggi,Murah,Slow,Laris
824,78220-80J00-N1V,"RAIL COMP,ROOF L",Sedang,Rendah,Mahal,Slow,Tidak Laris
825,78226-80J00-5PK,"CAP,ROOF RAIL FR,L",Sedang,Rendah,Murah,Slow,Laris
826,78227-80J00-5PK,"CAP,ROOF RAIL RR,L",Banyak,Tinggi,Murah,Slow,Laris
827,82110-79J00-000,"LATCH COMP,HOOD",Sedang,Tinggi,Mahal,Critical,Laris
988,46221-80J01-000,"BEARING,28X58X16",Sedang,Tinggi,Murah,Critical,Laris
829,88910-80J00-P8G,"SHELF COMP,RR PARCEL",Dikit,Rendah,Mahal,Slow,Tidak Laris
879,11610-75F50-000,SENSOR,Sedang,Tinggi,Murah,Critical,Laris
831,95710-80J00-000,"HOSE,SUCTION",Sedang,Tinggi,Mahal,Fast,Laris
832,95720-80J00-000,"HOSE,DISCHARGE",Sedang,Tinggi,Mahal,Fast,Laris
833,95860-80J00-000,FILTER COMP,Banyak,Tinggi,Murah,Fast,Laris
834,71760-80J00-5PK,"EXTENSION,FR BUMPER CTR(BLACK)",Dikit,Rendah,Mahal,Slow,Tidak Laris
835,82831-63J20-000,"FRAME S/COMP,REAR DOOR OUT R",Sedang,Tinggi,Mahal,Critical,Laris
836,83811-80J00-000,"WEATHERSTRIP,FR DOOR OUT R",Sedang,Rendah,Murah,Slow,Laris
837,83821-80J00-000,"WEATERSTRIP,FR DOOR OUT L",Dikit,Rendah,Murah,Slow,Laris
838,83831-80J00-000,"WEATERSTRIP,REAR DOOR OUT R",Sedang,Rendah,Murah,Slow,Laris
839,83841-80J00-000,"WEATERSTRIP,REAR DOOR OUT L",Sedang,Rendah,Murah,Slow,Laris
840,83970-79J10-000,"GARNISH COMP,RR DR RR OUTER R",Sedang,Tinggi,Murah,Slow,Laris
841,84592-80J00-000,"GARNISH,QTR WINDOW GLASS L",Sedang,Tinggi,Murah,Slow,Laris
842,84730-80J00-000,"MIRROR COMP,OUT REAR VIEW R",Sedang,Rendah,Murah,Slow,Laris
843,84740-80J00-000,"MIRROR COMP,OUT REAR VIEW L",Sedang,Tinggi,Murah,Slow,Laris
844,45151-80J52-000,"KNUCKLE,STEERING,L",Dikit,Rendah,Mahal,Critical,Laris
845,95200-63JA1-000,COMPRESSOR ASSY,Dikit,Rendah,Mahal,Critical,Laris
846,77330-80J00-000,"OUTLET,VENTILATOR",Sedang,Rendah,Murah,Slow,Laris
847,78210-80J00-N1V,"RAIL COMP,ROOF,R",Dikit,Rendah,Mahal,Slow,Tidak Laris
848,44102-54G51-000,"SHAFT ASSY,FRONT DRIVE,L",Dikit,Rendah,Mahal,Critical,Laris
849,24111-65J01-000,"SHAFT,TRANSMISSION INPUT",Dikit,Rendah,Mahal,Critical,Laris
850,28300-54G4V-000,"CABLE ASSY,SHF & SELECT CONT",Dikit,Rendah,Mahal,Critical,Laris
851,89300-61881-000,"CAP SET,FUEL FILLER",Sedang,Tinggi,Mahal,Slow,Laris
852,15100-8081V-000,DIAPHRAGM SET,Sedang,Tinggi,Murah,Critical,Laris
853,72410-65J01-000,"GARNISH COMP,FRT HOOD, R",Banyak,Tinggi,Murah,Slow,Laris
854,38821-65J00-000,"ARM ASSY,RR WIPER",Banyak,Tinggi,Murah,Slow,Laris
855,72420-65J01-000,"GARNISH,FRT HOOD, L",Dikit,Rendah,Murah,Slow,Laris
856,12841-60A30-000,"ARM,VALVE ROCKER",Sedang,Tinggi,Murah,Critical,Laris
697,55201-50J00-000,"BUSHING,STEERING RACK",Dikit,Tinggi,Murah,Critical,Laris
858,75511-56K00-000,"LINING, RR FENDER, R",Dikit,Rendah,Mahal,Slow,Tidak Laris
859,17700-66D02-000,RADIATOR ASSY,Dikit,Rendah,Mahal,Critical,Laris
860,35650-73K00-000,"LAMP UNIT,RR COMB RH",Sedang,Rendah,Mahal,Slow,Tidak Laris
861,35670-73K00-000,"LAMP UNIT,RR COMB LH",Dikit,Rendah,Mahal,Slow,Tidak Laris
862,71741-73K00-5PK,"GRILLE, RADIATOR (TYPE 3)",Sedang,Tinggi,Mahal,Slow,Laris
863,71821-73K10-000,"HOLDER, RR BUMPER SIDE RH (TYPE 3)",Dikit,Rendah,Murah,Slow,Laris
864,71822-73K10-000,"HOLDER, RR BUMPER SIDE LH (TYPE 3)",Sedang,Rendah,Murah,Slow,Laris
865,73821-80J00-5PK,GARNISH CENTER,Dikit,Rendah,Murah,Slow,Laris
798,23856-79J00-000,"CYLINDER ASSY,REAR WHEEL",Sedang,Rendah,Mahal,Critical,Tidak Laris
867,15100-63840-000,"PUMP ASSY,FUEL",Dikit,Rendah,Mahal,Critical,Laris
868,71100-80J01-000,"CROSSMEMBER, FRONT LOWER",Dikit,Rendah,Mahal,Critical,Laris
869,29344-65D01-5PK,"KNOB,T/F GEAR SHF CONT",Sedang,Rendah,Murah,Slow,Laris
870,16920-8001V-000,"CAP,OIL FILLER",Sedang,Tinggi,Murah,Slow,Laris
871,36210-85060-4GF,"LAMP ASSY,ROOM",Dikit,Rendah,Mahal,Slow,Tidak Laris
872,12745-77E01-000,"SPROCKET COMP,IDLER",Dikit,Rendah,Mahal,Critical,Laris
873,83851-80J10-000,"WEATERSTRIP,FR DR INR R",Sedang,Rendah,Murah,Slow,Laris
874,83861-80J10-000,"WEATERSTRIP,FR DR INR L",Banyak,Tinggi,Murah,Slow,Laris
875,15430-53F50-000,"SUB FILTER,FUEL",Banyak,Tinggi,Murah,Fast,Laris
876,77181-63J20-0CE,"GARNISH, FRONT PILLAR, R",Sedang,Tinggi,Murah,Slow,Laris
877,71750-65J03-000,"SKIRT COMP, FR AIR DAM",Sedang,Tinggi,Mahal,Slow,Laris
878,41800-63J02-000,"ABSORBER ASSY,REAR SHOCK",Dikit,Rendah,Mahal,Critical,Laris
910,78488-8000V-000,"MOUNTING,ENG FR",Sedang,Rendah,Murah,Critical,Laris
880,89101-60K10-000,TANK ASSY FUEL,Sedang,Tinggi,Mahal,Critical,Laris
881,37990-80J00-000,"SWITCH ASSY,POWER WINDOW MA",Dikit,Rendah,Mahal,Slow,Tidak Laris
882,84572-75K00-000,"MOLDING,BACK WINDOW",Sedang,Tinggi,Murah,Slow,Laris
883,72391-63J10-000,"COVER,ENGINE UNDER RH",Sedang,Rendah,Mahal,Slow,Tidak Laris
884,22800-65D11-000,"PUMP ASSY,OIL",Dikit,Rendah,Mahal,Critical,Laris
885,11610-80JB0-000,"MOUNTING,ENG RH",Sedang,Rendah,Mahal,Critical,Tidak Laris
983,41710-71L01-000,"MOUNTING,ENG FR",Sedang,Rendah,Mahal,Critical,Tidak Laris
887,11191-65J01-000,"HOSE,BREATHER",Banyak,Tinggi,Murah,Fast,Laris
888,41800-80J01-000,"ABSORBER ASSY,REAR SHOCK",Dikit,Rendah,Mahal,Critical,Laris
889,82160-65J02-5PK,"CABLE COMP,HOOD LATCH RELEASE",Banyak,Tinggi,Murah,Critical,Laris
890,20002-62J52-000,"TRANSMISSION ASSY,AUTOMATIC",Dikit,Rendah,Mahal,Critical,Laris
891,72310-80J01-000,"STAY COMP,FRONT HOOD",Sedang,Tinggi,Murah,Slow,Laris
892,71811-80J00-799,"BUMPER,REAR (PRIMARY)",Dikit,Rendah,Mahal,Slow,Tidak Laris
893,22700-65J11-000,"CONVERTER COMP,TORQUE",Dikit,Rendah,Mahal,Critical,Laris
894,78170-79J10-000,"CLIP,ROOF DRIP MOLDING",Sedang,Rendah,Murah,Slow,Laris
895,37310-62J21-000,"SWITCH ASSY,WIPER & WASHER",Dikit,Rendah,Mahal,Slow,Tidak Laris
582,46221-63J00-000,"BUSHING,FR STABILIZER MOUNT",Dikit,Rendah,Murah,Critical,Laris
897,12711-62G01-000,"CAMSHAFT,INTAKE",Dikit,Rendah,Mahal,Critical,Laris
898,12100-65831-0B0,"PISTON SET,STD,MARK 2",Sedang,Tinggi,Mahal,Critical,Laris
899,77531-65J01-000,"MOLDING,RR WHEEL FLANGE",Banyak,Rendah,Murah,Slow,Tidak Laris
900,77841-57K00-DFT,EMBLEM SPORT (RED),Sedang,Tinggi,Murah,Slow,Laris
901,12750-85FA1-000,"SPROCKET,IDLER NO.2",Sedang,Rendah,Mahal,Critical,Tidak Laris
902,55211-65D14-000,"DISC,FRONT BRAKE",Sedang,Rendah,Mahal,Critical,Tidak Laris
903,56110-80J82-000,"ACTUATOR ASSY,ABS",Dikit,Rendah,Mahal,Critical,Laris
904,49410-80102-000,"PEDAL,ACCELERATOR",Sedang,Tinggi,Murah,Critical,Laris
905,89101-60K00-000,TANK ASSY FUEL,Dikit,Rendah,Mahal,Critical,Laris
906,71742-75K00-0PG,"GARNISH,RADR UPR GRILLE (CHROME)",Sedang,Tinggi,Mahal,Slow,Laris
907,46642-64G01-000,"BRACKET,REAR STABILIZER BAR",Banyak,Rendah,Murah,Slow,Tidak Laris
941,11610-60C02-000,PISTON ASSY,Banyak,Rendah,Mahal,Critical,Tidak Laris
909,41800-75K11-000,"ABSORBER ASSY,REAR SHOCK",Sedang,Tinggi,Mahal,Critical,Laris
830,95541-80J00-000,"PIN,TOP BOW HINGE",Sedang,Tinggi,Murah,Critical,Laris
911,41810-78K00-000,"SUPPORT COMP,FRONT STRUT",Sedang,Tinggi,Mahal,Critical,Laris
912,45201-78K00-000,"ARM ASSY,FRONT SUSPENSION,R",Dikit,Rendah,Mahal,Critical,Laris
913,38491-80J01-000,"HOSE ASSY,WASHER",Banyak,Tinggi,Murah,Fast,Laris
914,36738-76G00-000,"COVER,FUSE BOX",Dikit,Rendah,Murah,Slow,Laris
364,17761-77EA0-000,"BUSH,RR SPNSN CONT ROD",Sedang,Tinggi,Murah,Critical,Laris
916,69100-65850-000,"PANEL ASSY,BACK DOOR",Dikit,Rendah,Mahal,Slow,Tidak Laris
917,45202-78K00-000,"ARM ASSY,FRONT SUSPENSION,L",Dikit,Rendah,Mahal,Critical,Laris
918,09283-40029-000,"SEAL,OIL,40X62X8",Banyak,Tinggi,Murah,Fast,Laris
919,09283-98003-000,"SEAL,OIL,98X112X7",Banyak,Tinggi,Murah,Fast,Laris
617,12931-69G00-000,"PLATE,CLUTCH HSG LOWER",Sedang,Tinggi,Murah,Critical,Laris
447,48830-54G00-000,"PISTON SET,OS:0.50",Banyak,Rendah,Mahal,Critical,Tidak Laris
922,12100-65831-0A0,"PISTON SET,STD,MARK 1",Sedang,Tinggi,Mahal,Critical,Laris
923,16520-78K00-000,"STRAINER,OIL PUMP",Sedang,Tinggi,Mahal,Critical,Laris
753,49140-65J00-000,"GASKET,OIL GALLERY",Sedang,Tinggi,Murah,Critical,Laris
925,17579-78K00-000,"O-RING,WTR OUTLET CAP",Banyak,Tinggi,Murah,Fast,Laris
698,55206-50J00-000,"BEARING,T/M OUTPUT SHAFT RR",Banyak,Rendah,Murah,Critical,Laris
927,27561-80K20-000,"MOUNTING COMP,RR DIFF FRONT,L",Sedang,Rendah,Mahal,Critical,Tidak Laris
928,35810-65J01-000,"LAMP ASSY,HIGH MT STOP",Dikit,Rendah,Mahal,Slow,Tidak Laris
929,49230-78K00-000,"HOSE COMP,PRESSURE",Sedang,Tinggi,Mahal,Fast,Laris
930,75531-65J01-000,"LINING,REAR WHEEL HSG,L",Dikit,Rendah,Mahal,Slow,Tidak Laris
931,68001-65844-000,"PANEL ASSY FR DOOR, R",Dikit,Rendah,Mahal,Slow,Tidak Laris
932,68002-65844-000,"PANEL ASSY,FRT DOOR,L",Dikit,Rendah,Mahal,Slow,Tidak Laris
933,95410-64J62-000,EVAPORATOR ASSY,Dikit,Rendah,Mahal,Critical,Laris
934,57300-65811-000,"PANEL SET,FRONT HOOD",Dikit,Rendah,Mahal,Slow,Tidak Laris
935,35650-78F01-000,"LAMP UNIT,RR COMBINATION RH",Dikit,Rendah,Mahal,Slow,Tidak Laris
936,95310-80J01-000,CONDENSER ASSY,Dikit,Rendah,Mahal,Critical,Laris
937,43420-85800-000,"HUB SET,FRONT WHEEL",Sedang,Rendah,Mahal,Critical,Tidak Laris
938,51930-65D11-000,"VALVE ASSY,LSP",Dikit,Rendah,Mahal,Critical,Laris
939,57600-81810-000,"PANEL,FRONT FENDER,R",Dikit,Rendah,Mahal,Slow,Tidak Laris
940,57700-80850-000,"PANEL,FRONT FENDER,L",Sedang,Rendah,Mahal,Slow,Tidak Laris
358,16760-77E01-000,"MOUNTING,ENGINE FRONT",Sedang,Tinggi,Murah,Critical,Laris
942,11400-86875-000,"GASKET SET,ENGINE",Sedang,Tinggi,Mahal,Critical,Laris
943,11610-54G30-000,"MOUNTING,ENG RH",Dikit,Rendah,Mahal,Critical,Laris
944,17530-78K01-000,"PULLEY,GEN BELT IDLER",Banyak,Tinggi,Murah,Critical,Laris
945,71741-54L00-5PK,"GRILLE,RADIATOR (BLACK)",Sedang,Tinggi,Mahal,Slow,Laris
946,87261-60KN0-000,"MEMBER,2ND RISER",Sedang,Tinggi,Murah,Slow,Laris
947,27561-66J21-000,"MOUNTING COMP,RR DIFF RR",Sedang,Tinggi,Murah,Critical,Laris
948,86103-63011-000,"MIRROR ASSY,INSIDE REAR VIEW",Sedang,Tinggi,Mahal,Slow,Laris
949,43420-80801-000,"HUB SET,FRONT WHEEL",Dikit,Rendah,Mahal,Critical,Laris
950,75270-65J01-000,"SILENCER COMP,FRT HOOD",Sedang,Tinggi,Mahal,Slow,Laris
951,83401-65J11-000,"REGULATOR ASSY,FR WD,R",Dikit,Rendah,Mahal,Critical,Laris
952,55211-65J02-000,"DISC,FRONT BRAKE",Dikit,Rendah,Mahal,Critical,Laris
926,24126-64J01-000,"GASKET,CYLINDER HEAD",Sedang,Tinggi,Murah,Critical,Laris
908,55440-80J00-000,"PULLEY,BELT IDLER",Dikit,Rendah,Mahal,Critical,Laris
955,42431-71L00-000,"MOUNT,FRONT STABILIZER BAR (TYPE 1)",Banyak,Tinggi,Murah,Critical,Laris
956,73910-71L00-R8R,"DOOR ASSY,PASSENGER AIR BAG (BROWN)",Sedang,Tinggi,Mahal,Critical,Laris
957,36739-86J00-000,"FUSE,BATTERY",Banyak,Tinggi,Murah,Fast,Laris
958,55311-80J03-000,"DISC,FRONT BRAKE",Dikit,Rendah,Mahal,Critical,Laris
959,15815-77M00-000,"HOSE,FUEL (PIPE TO ENG)",Banyak,Tinggi,Murah,Fast,Laris
960,35120-65JE0-000,"UNIT,HEADLAMP RH",Dikit,Rendah,Mahal,Critical,Laris
961,35320-65JE0-000,"UNIT,HEADLAMP LH",Dikit,Rendah,Mahal,Critical,Laris
962,41601-78K11-000,"STRUT ASSY,FRONT SUSPENSION,R",Dikit,Rendah,Mahal,Critical,Laris
963,41602-78K11-000,"STRUT ASSY,FRONT SUSPENSION,L",Dikit,Rendah,Mahal,Critical,Laris
964,72484-77K00-000,"COVER,ENGINE SPLASH,L",Sedang,Tinggi,Murah,Slow,Laris
965,84701-78K81-Z7T,"MIRROR,OUT RR VIEW,R",Dikit,Rendah,Mahal,Slow,Tidak Laris
966,84702-78K81-Z7T,"MIRROR,OUT RR VIEW,L",Dikit,Rendah,Mahal,Slow,Tidak Laris
967,71711-77KB0-799,"BUMPER, FRONT (PRIMARY COAT)",Dikit,Rendah,Mahal,Slow,Tidak Laris
968,72111-77KA0-38B,"GRILLE, RADIATOR",Sedang,Rendah,Mahal,Slow,Tidak Laris
969,28300-58M00-000,"CABLE ASSY,SHIFT & SELECT CON",Sedang,Rendah,Mahal,Critical,Tidak Laris
970,57710-65J10-000,"PANEL,FR FENDER LH(W/TURN SIGNAL)",Sedang,Rendah,Mahal,Slow,Tidak Laris
971,23810-64J21-000,"CYLINDER ASSY,CLUTCH MASTER",Sedang,Rendah,Mahal,Critical,Tidak Laris
972,95861-64J10-000,"FILTER,AIR",Banyak,Tinggi,Murah,Fast,Laris
973,28225-83K10-000,"CLAMP,SELECT CABLE",Banyak,Tinggi,Murah,Slow,Laris
974,11610-72L10-000,"MOUNTING, ENG RH",Dikit,Rendah,Mahal,Critical,Laris
975,28225-71L10-000,"CLAMP, SELECT CABLE",Sedang,Rendah,Murah,Slow,Laris
976,71741-70L00-KAG,"GRILLE, RADIATOR (BLACK/GRAY)",Dikit,Rendah,Mahal,Slow,Tidak Laris
977,95541-58M00-000,THERMISTOR ASSY,Banyak,Tinggi,Murah,Critical,Laris
978,35650-81A11-000,"LAMP UNIT,RR COMB RH",Sedang,Tinggi,Mahal,Slow,Laris
979,35670-81A11-000,"LAMP UNIT,RR COMB LH",Sedang,Tinggi,Mahal,Slow,Laris
980,12160-86FB0-000,CONNROD ASSY,Dikit,Rendah,Mahal,Critical,Laris
981,11550-51K00-000,"BRACKET,GENERATOR",Sedang,Tinggi,Mahal,Slow,Laris
982,95411-80J12-000,EVAPORATOR ASSY,Dikit,Rendah,Mahal,Critical,Laris
737,12140-65J50-050,"SUPPORT,FR STRUT",Sedang,Rendah,Mahal,Critical,Tidak Laris
984,43402-80J02-000,"HUB ASSY,WHL",Dikit,Rendah,Mahal,Critical,Laris
985,95610-54J04-5PK,"PANEL UNIT,AUTO A/C",Dikit,Rendah,Mahal,Slow,Tidak Laris
986,11610-65J03-000,"MOUNTING,ENG FR",Dikit,Rendah,Mahal,Critical,Laris
987,44102-80J11-000,"SHAFT ASSY,FRONT DRIVE,L",Dikit,Rendah,Mahal,Critical,Laris
749,12340-85FC0-B0C,"BUSHING,TRAILING ARM",Sedang,Tinggi,Mahal,Critical,Laris
989,46500-77M00-000,"BEAM ASSY,REAR SUSPENSION",Dikit,Rendah,Mahal,Critical,Laris
990,11100-69L40-000,"HEAD ASSY,CYLINDER (FROM 2013-MARCH)",Dikit,Rendah,Mahal,Critical,Laris
991,23810-65D01-000,"CYLINDER ASSY,CLUTCH MASTER",Dikit,Rendah,Mahal,Critical,Laris
992,57420-65J03-000,"HINGE COMP,FRONT HOOD,L",Sedang,Rendah,Murah,Slow,Laris
780,11620-80JA0-000,"CYLINDER ASSY,CLUTCH OPERATING",Sedang,Rendah,Mahal,Critical,Tidak Laris
994,55840-65J01-000,PISTON / SEAL SET,Sedang,Tinggi,Murah,Critical,Laris
995,38100-65J10-000,MOTOR & LINK FR WIPER,Dikit,Rendah,Mahal,Critical,Laris
996,71751-57M10-5PK,"BEZEL,FR FOG LAMP,R",Sedang,Tinggi,Mahal,Slow,Laris
997,71761-57M10-5PK,"BEZEL,FR FOG LAMP,L",Banyak,Tinggi,Mahal,Slow,Tidak Laris
998,84718-68H00-ZVC,"COVER,MIRROR VISOR,R(SILVER)",Banyak,Tinggi,Murah,Slow,Laris
999,84728-68H00-ZVC,"COVER,MIRROR VISOR,L(SILVER)",Banyak,Tinggi,Murah,Slow,Laris
632,17111-65J00-000,"WIRE,FUEL",Sedang,Rendah,Mahal,Critical,Tidak Laris
1.001,11641-80A00-000,"BRACKET, ENG FR MTG RH",Dikit,Rendah,Murah,Slow,Laris
1.002,29621-81A00-000,"BRACKET, T/F MOUNTING LH",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.003,29631-81A00-000,"BRACKET, T/F MOUNTING RH",Sedang,Tinggi,Mahal,Slow,Laris
1.004,36737-76J00-000,"BRACKET, RELAY BOX",Sedang,Rendah,Murah,Slow,Laris
1.005,87244-57M50-P4Z,"COVER, REAR RCLNG LOWER RH",Banyak,Tinggi,Murah,Slow,Laris
1.006,49200-81A30-000,"HOSE ASSY, PRESSURE/RETURN",Dikit,Rendah,Mahal,Fast,Tidak Laris
1.007,64111-81A01-P41,"PANEL, SIDE SILL RH",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.008,72320-57M00-000,"MEMBER, FRONT BUMPER",Sedang,Rendah,Mahal,Slow,Tidak Laris
1.009,76214-81A01-P4Z,"LID, QUARTER TRIM BOX (GRAY)",Sedang,Rendah,Murah,Slow,Laris
1.010,76215-81A00-P4Z,"CAP, RR QTR LOWER TRIM (GRAY)",Sedang,Tinggi,Murah,Slow,Laris
1.011,84926-57M00-000,"PAD, FR ELR",Dikit,Rendah,Mahal,Critical,Laris
1.012,84511-81A03-000,"GLASS, WINDSHIELD",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.013,84531-81A02-000,"GLASS, FR DR WINDOW RH",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.014,84531-81A12-000,"GLASS, FR DR WINDOW RH (UV CUT)",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.015,84536-81A02-000,"GLASS, FR DR WINDOW LH",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.016,84536-81A12-000,"GLASS, FR DR WINDOW LH (UV CUT)",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.017,77213-59R50-000,"PROTECTOR,SIDE SILL SPLASH (CKD DREZA)",Sedang,Rendah,Murah,Slow,Laris
1.018,20009-65M70-000,"TRANSMISSION ASSY, AT S-CROSS 2016",Dikit,Rendah,Mahal,Critical,Laris
1.019,11610-78K02-000,"MOUNTING COMP,ENG FRONT",Dikit,Rendah,Mahal,Critical,Laris
1.020,71811M64M10-799,"BUMPER,REAR(PRIMARY)",Sedang,Rendah,Mahal,Slow,Tidak Laris
1.021,82201-80J34-000,"LATCH ASSY,FRONT DOOR,R",Dikit,Rendah,Mahal,Critical,Laris
1.022,11620-61M00-000,"MOUNTING, ENG LH (5MT)",Sedang,Rendah,Mahal,Critical,Tidak Laris
1.023,11651-61M00-000,"BRACKET, ENG LH MTG NO.1 (5MT)",Sedang,Rendah,Mahal,Slow,Tidak Laris
1.024,11652-61M00-000,"BRACKET, ENG LH MTG NO.2",Sedang,Rendah,Mahal,Slow,Tidak Laris
1.025,13700-61M00-000,"CLEANER ASSY, AIR",Sedang,Tinggi,Mahal,Fast,Laris
1.026,14110-61M12-H02,"MANIFOLD, EXH",Dikit,Rendah,Mahal,Critical,Laris
1.027,23830-61M20-000,"PIPE ASSY,CLUTCH OIL RH",Sedang,Tinggi,Mahal,Fast,Laris
1.028,44117-61MA0-000,"JOINT ASSY, DIFF SIDE RH (5MT)",Dikit,Rendah,Mahal,Critical,Laris
1.029,44119-61M00-000,"BOOT SET, DIFF SIDE (5MT)",Dikit,Rendah,Mahal,Critical,Laris
1.030,44125-61MA0-000,DAMPER SET RH (5MT),Dikit,Rendah,Mahal,Critical,Laris
1.031,75822-61M10-5PK,"GARNISH, GEAR SHIFT AT (BLACK)",Banyak,Tinggi,Murah,Slow,Laris
1.032,16910-78K01-000,"GAUGE COMP,OIL LEVEL",Sedang,Rendah,Murah,Critical,Laris
1.033,71711M66R00-799,"BUMPER,FRONT (PRIMARY)",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.034,71811M66R00-799,"BUMPER,REAR (PRIMARY)",Sedang,Tinggi,Mahal,Slow,Laris
1.035,83994-62R01-000,"CAP,BACK DR DRAIN HOLE",Sedang,Rendah,Murah,Slow,Laris
1.036,72311-62R01-000,"STAY, FR HOOD",Banyak,Tinggi,Murah,Slow,Laris
1.037,18640-60CB0-000,"SENSOR ASSY, KNOCK (P73)",Sedang,Tinggi,Murah,Critical,Laris
1.038,55850-76G01-000,PIN/BOOT SET,Sedang,Tinggi,Murah,Critical,Laris
921,12100-65831-050,PISTON/SEAL SET,Dikit,Rendah,Mahal,Critical,Laris
1.040,41700-77A02-000,"ABSORBER ASSY,REAR SHOCK",Dikit,Rendah,Mahal,Critical,Laris
1.041,55852-80J01-000,PIN-B ASSY/BOOT SET,Sedang,Tinggi,Murah,Critical,Laris
1.042,28113-63J01-5PK,KNOB.GEAR SHIFT CONT LEVER,Dikit,Rendah,Mahal,Slow,Tidak Laris
1.043,14300-61M01-000,MUFFLER,Dikit,Rendah,Mahal,Critical,Laris
1.044,44118-80J12-000,"BOOT SET,WHEEL SIDE",Dikit,Rendah,Mahal,Critical,Laris
1.045,44119-80J32-000,"BOOT SET,DIFF",Dikit,Rendah,Mahal,Critical,Laris
1.046,55851-80J01-000,PIN/BOOT SET,Sedang,Tinggi,Murah,Critical,Laris
1.047,28113-50J07-BWK,"KNOB COMP,GEAR SHF CONT LEVER",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.048,71711M64MA0-799,"BUMPER, FRONT UPPER",Sedang,Rendah,Mahal,Slow,Tidak Laris
1.049,55880-68L01-000,SEAL SET,Banyak,Tinggi,Murah,Fast,Laris
1.050,43210-73R00-39M,WHEEL(15X5 1/2J)(SILVER),Sedang,Tinggi,Mahal,Slow,Laris
1.051,37145-55A41-000,"KEY,BLANK (OMR)",Sedang,Tinggi,Mahal,Slow,Laris
1.052,42420-80J01-000,"JOINT COMP,STABILIZER BAR",Sedang,Tinggi,Murah,Critical,Laris
1.053,53401-65J01-000,"CYLINDER ASSY,REAR WHEEL",Dikit,Rendah,Mahal,Critical,Laris
1.054,38720-58M05-000,"CONTROLLER ASSY,EPS",Dikit,Rendah,Mahal,Critical,Laris
1.055,41810-70L01-000,"ABSORBER ASSY,RR SHOCK",Dikit,Rendah,Mahal,Critical,Laris
1.056,82131-50M00-000,BOLT,Sedang,Tinggi,Murah,Critical,Laris
1.057,28390-52S00-000,"BRACKET,T/M CONT CABLE",Sedang,Rendah,Murah,Slow,Laris
1.058,63133-52S00-000,"BRACKET,FR PILLAR CENTER,R",Dikit,Tinggi,Murah,Slow,Laris
